,Accession Number,Central Index Key (CIK),Name,Standard Industrial Classification (SIC),Country,State,City,Zip Code,Address,Address (Cont.),Phone Number,Filer Status,Well Known Seasoned Issuer,Fiscal Year End Date,Form,Balance Sheet Date,Fiscal Year Focus,Fiscal Period Focus,Date of Filing,Previous Report,Detail,Public Float,Date of Public Float,Gross Profit,Accrual for Environmental Loss Contingencies,Environmental Remediation Expenses,Charitable Contributions,Amount Committed for Funding Social and Infrastructure Improvement Projects
3142,0001213900-24-095390,1975931,BLOOM HOLDCO LLC,6199.0,US,FL,MIAMI,33131,PMBS 1387,"1000 BRICKELL AVE, STE 715",850-660-7301,4-NON,0,,8-K,10312024,,,11072024,0,0,,,,,,,
3143,0001213900-24-095393,1937993,"CADRENAL THERAPEUTICS, INC.",2834.0,US,FL,PONTE VEDRA,32082,822 A1A NORTH,SUITE 300,904-300-0701,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3148,0001213900-24-095405,1534154,AUTHID INC.,7372.0,US,CO,DENVER,80203,"1580 N. LOGAN ST., STE 660",UNIT 51767,516-274-8700,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3159,0001213900-24-095458,2025341,ANDRETTI ACQUISITION CORP. II,6770.0,US,IN,INDIANAPOLIS,46268,7615 ZIONSVILLE ROAD,,2057398649,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3167,0001214659-24-018545,880631,"WISDOMTREE, INC.",6211.0,US,NY,NEW YORK,10119,250 WEST 34TH STREET,3RD FLOOR,212-801-2080,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3171,0001224608-24-000061,1224608,"CNO FINANCIAL GROUP, INC.",6321.0,US,IN,CARMEL,46032,"11299 ILLINOIS STREET, SUITE 200",,3178176100,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,9891100000.0,,,,
3172,0001230245-24-000179,1230245,PIPER SANDLER COMPANIES,6211.0,US,MN,MINNEAPOLIS,55402,"800 NICOLLET MALL, SUITE 900",,(612) 303-6000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3178,0001258602-24-000058,1258602,NELNET INC,6141.0,US,NE,LINCOLN,68508,121 SOUTH 13TH ST,STE 201,402-458-2370,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3180,0001260221-24-000083,1260221,TRANSDIGM GROUP INC,3728.0,US,OH,CLEVELAND,44115,1350 EUCLID AVENUE,SUITE 1600,216 706 2960,1-LAF,1,930.0,10-K,09302024,2024.0,FY,11072024,0,1,67692346777.0,20240331.0,27855000000.0,,,,
3191,0001285550-24-000121,1285550,"CLEARPOINT NEURO, INC.",3841.0,US,CA,SOLANA BEACH,92075,120 S. SIERRA AVENUE,SUITE 100,9499006833,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,90908000.0,,,,
3197,0001295947-24-000032,1295947,PRESTIGE CONSUMER HEALTHCARE INC.,2834.0,US,NY,TARRYTOWN,10591,660 WHITE PLAINS RD.,,(914) 524-6800,1-LAF,0,331.0,10-Q,09302024,2025.0,Q2,11072024,0,1,,,13077249000.0,,,,
3198,0001297184-24-000058,1297184,"AMPHASTAR PHARMACEUTICALS, INC.",2834.0,US,CA,RANCHO CUCAMONGA,91730,11570 SIXTH STREET,,909-980-9484,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,6647820000.0,,,,
3201,0001299969-24-000033,1299969,"COMSTOCK HOLDING COMPANIES, INC.",6500.0,US,VA,RESTON,20190,"1900 RESTON METRO PLAZA, 10TH FLOOR",,703-230-1985,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3212,0001326160-24-000181,1326160,DUKE ENERGY CORP,4931.0,US,NC,CHARLOTTE,28202-1803,525 SOUTH TRYON STREET,,800-488-3853,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,1517000000.0,,,
3213,0001327318-24-000046,1327318,"TRUECAR, INC.",7370.0,US,CA,SANTA MONICA,90401,"225 SANTA MONICA BLVD, 12TH FLOOR",,800-200-2000,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3221,0001331875-24-000060,1331875,"FIDELITY NATIONAL FINANCIAL, INC.",6361.0,US,FL,JACKSONVILLE,32204,601 RIVERSIDE AVENUE,,904-854-8100,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3228,0001352010-24-000044,1352010,"EPAM SYSTEMS, INC.",7371.0,US,PA,NEWTOWN,18940,41 UNIVERSITY DRIVE,SUITE 202,(267) 759-9000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3231,0001359841-24-000046,1359841,HANESBRANDS INC.,5600.0,US,NC,WINSTON-SALEM,27105,1000 EAST HANES MILL ROAD,,(336) 519-8080,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,13330911000.0,,,,
3235,0001367644-24-000178,1367644,EMERGENT BIOSOLUTIONS INC.,2834.0,US,MD,GAITHERSBURG,20879,300 PROFESSIONAL DR,,240-631-3200,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,5649800000.0,,,,
3236,0001376474-24-000647,724910,NVE CORP /NEW/,3674.0,US,MN,EDEN PRAIRIE,55344,11409 VALLEY VIEW ROAD,,9528299217,4-NON,0,331.0,8-K/A,09301998,,,11072024,0,0,,,149965503.0,,,,
3238,0001381197-24-000143,1381197,"INTERACTIVE BROKERS GROUP, INC.",6211.0,US,CT,GREENWICH,06830,ONE PICKWICK PLAZA,,203-618-5800,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3240,0001382821-24-000187,1382821,REDFIN CORP,6531.0,US,WA,SEATTLE,98101,"1099 STEWART STREET, SUITE 600",,(206) 576-8610,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,7346223000.0,,,,
3241,0001384101-24-000162,1384101,"VERACYTE, INC.",8071.0,US,CA,SOUTH SAN FRANCISCO,94080,"6000 SHORELINE COURT, SUITE 300",,(650) 243-6300,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,902307000.0,,,,
3249,0001398344-24-020227,1953726,MIDBRIDGE PRIVATE MARKETS FUND,,US,CO,DENVER,80206,"C/O SENECA MANAGEMENT, LLC, SUITE 310",101 UNIVERSITY BOULEVARD,(303) 454-5453,,0,330.0,424B3,,,,11072024,0,0,,,,,,,
3250,0001398344-24-020237,1704299,TORTOISE SUSTAINABLE & SOCIAL IMPACT TERM FUND,,US,KS,OVERLAND PARK,66211,6363 COLLEGE BOULEVBARD,,913-981-1020,,0,1130.0,8-K,10312024,,,11072024,0,0,,,,,,,
3253,0001398987-24-000136,1398987,ANYWHERE REAL ESTATE INC.,6531.0,US,NJ,MADISON,07940,175 PARK AVENUE,,973-407-2000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3259,0001410578-24-001781,1003815,BCTC IV ASSIGNOR CORP,6513.0,US,MA,BOSTON,02110,225 FRANKLIN STREET,28TH FLOOR,8887731487,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3260,0001410578-24-001782,913778,BF GARDEN TAX CREDIT FUND IV L.P.,6513.0,US,MA,BOSTON,02110,225 FRANKLIN STREET,28TH FLOOR,(888) 773-1487,4-NON,0,331.0,10-Q,09302024,2025.0,Q2,11072024,0,1,,,,,,,
3262,0001410578-24-001788,1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",4899.0,US,DC,WASHINGTON,20037,"2450 N STREET, NW",,2022954200,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3267,0001410578-24-001798,828146,INTERLINK ELECTRONICS INC,3577.0,US,CA,IRVINE,92618,"15707 ROCKFIELD BOULEVARD, SUITE 105",,805-484-8855,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,34166000.0,,,,
3268,0001410578-24-001800,903651,INNODATA INC,7374.0,US,NJ,RIDGEFIELD PARK,07660,55 CHALLENGER ROAD,SUITE 202,201 371 8000,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3273,0001412665-24-000162,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",6022.0,US,IA,IOWA CITY,52240,102 SOUTH CLINTON ST.,,319-356-5800,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3274,0001423869-24-000044,1423869,PCB BANCORP,6022.0,US,CA,LOS ANGELES,90010,3701 WILSHIRE BLVD,SUITE 900,213-210-2000,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3277,0001431695-24-000035,1431695,OLO INC.,7389.0,US,NY,NEW YORK,10007,285 FULTON STREET,"ONE WORLD TRADE CENTER, 82ND FLOOR",212-260-0895,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,966275000.0,,,,
3281,0001437749-24-033685,1043186,"STABILIS SOLUTIONS, INC.",4924.0,US,TX,HOUSTON,77079,11750 KATY FREEWAY,SUITE 900,8324566500,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,73326000.0,,,,
3284,0001437749-24-033728,69733,"NATHANS FAMOUS, INC.",5812.0,US,NY,JERICHO,11753,ONE JERICHO PLAZA,,516-338-8500,2-ACC,0,331.0,10-Q,09302024,2025.0,Q2,11072024,0,1,,,,,,,
3286,0001437749-24-033733,712771,"CONNECTONE BANCORP, INC.",6022.0,US,NJ,ENGLEWOOD CLIFFS,07632,301 SYLVAN AVENUE,,2018168900,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,,,,,
3287,0001437749-24-033735,719413,HECLA MINING CO/DE/,1400.0,US,ID,COEUR D'ALENE,83815-9408,6500 N MINERAL DRIVE SUITE 200,NONE,2087694100,1-LAF,0,1231.0,8-K,10312024,,,11072024,0,0,,,1508929000.0,2358294000.0,128756000.0,,
3290,0001437749-24-033745,724004,MESA LABORATORIES INC /CO/,3823.0,US,CO,LAKEWOOD,80228,12100 W 6TH AVE,,3039878000,2-ACC,0,331.0,10-Q,09302024,2025.0,Q2,11072024,0,1,,,3589216000.0,,,,
3296,0001437749-24-033812,1980994,ISHARES BITCOIN TRUST ETF,6221.0,US,CA,SAN FRANCISCO,94105,"C/O ISHARES DELAWARE TRUST SPONSOR, LLC",400 HOWARD STREET,415-670-6416,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3297,0001437749-24-033814,2000638,ISHARES ETHEREUM TRUST ETF,6221.0,US,CA,SAN FRANCISCO,94105,"C/O ISHARES DELAWARE TRUST SPONSOR, LLC",400 HOWARD STREET,415-670-6416,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3298,0001437749-24-033816,1278680,ISHARES GOLD TRUST,6221.0,US,CA,SAN FRANCISCO,94105,BLACKROCK INC.,400 HOWARD STREET,415-670-4879,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3299,0001437749-24-033817,1759124,ISHARES GOLD TRUST MICRO,6221.0,US,CA,SAN FRANCISCO,94105,C/O ISHARES DELAWARE TRUST SPONSOR LLC,400 HOWARD STREET,415 670-2000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3300,0001437749-24-033818,1330568,ISHARES SILVER TRUST,6221.0,US,CA,SAN FRANCISCO,94105,400 HOWARD STREET,,415-670-2000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3301,0001437749-24-033819,1332174,ISHARES S&P GSCI COMMODITY-INDEXED TRUST,6221.0,US,CA,SAN FRANCISCO,94105,400 HOWARD STREET,,415-670-2000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3302,0001437749-24-033826,1602658,INVESTAR HOLDING CORP,6022.0,US,LA,BATON ROUGE,70816,10500 COURSEY BLVD,THIRD FLOOR,225-227-2222,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3303,0001437749-24-033852,76267,PARK AEROSPACE CORP,3728.0,US,NY,MELVILLE,11747,48 S. SERVICE ROAD,SUITE 300,6314653600,4-NON,0,229.0,8-K,10312024,,,11072024,0,0,,,151783000.0,,,,
3305,0001437749-24-033895,859070,FIRST COMMUNITY BANKSHARES INC /VA/,6022.0,US,VA,BLUEFIELD,24605,PO BOX 989,,3043236300,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3315,0001437749-24-033931,944809,"OPKO HEALTH, INC.",2834.0,US,FL,MIAMI,33137,4400 BISCAYNE BLVD.,,305-575-4181,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3321,0001437749-24-033948,1001316,"TG THERAPEUTICS, INC.",2834.0,US,NY,NEW YORK,10014,"2 GANSEVOORT STREET, 9TH FLOOR",,(212) 554-4484,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3322,0001437749-24-033951,754811,U S GLOBAL INVESTORS INC,6282.0,US,TX,SAN ANTONIO,78229,7900 CALLAGHAN RD,,2103081234,4-NON,0,630.0,8-K,10312024,,,11072024,0,0,,,,,,,
3323,0001437749-24-033955,1401667,"PUMA BIOTECHNOLOGY, INC.",2834.0,US,CA,LOS ANGELES,90024,10880 WILSHIRE BLVD.,SUITE 2150,(424) 248-6500,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3325,0001437749-24-033961,98222,TIDEWATER INC,4400.0,US,TX,HOUSTON,77024,842 WEST SAM HOUSTON PARKWAY NORTH,SUITE 400,(713) 470-5300,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,2897466000.0,,,,
3334,0001437749-24-033984,1777921,"AVEPOINT, INC.",7372.0,US,NJ,JERSEY CITY,07310,525 WASHINGTON BLVD,SUITE 1400,(201) 793-1111,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,1339308000.0,,,,
3336,0001437749-24-033997,1464343,ATLANTICUS HOLDINGS CORP,6141.0,US,GA,ATLANTA,30328,FIVE CONCOURSE PARKWAY,SUITE 300,770-828-2000,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3340,0001441683-24-000097,1441683,APPIAN CORP,7372.0,US,VA,MCLEAN,22102,7950 JONES BRANCH DRIVE,,703-442-8844,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,2664539000.0,,,,
3341,0001451809-24-000279,1451809,SITIME CORP,3674.0,US,CA,SANTA CLARA,95054,SITIME CORPORATION,5451 PATRICK HENRY DRIVE,408-328-4400,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,1279848000.0,,,,
3348,0001459200-24-000025,1459200,"ALARM.COM HOLDINGS, INC.",7372.0,US,VA,TYSONS,22102,8281 GREENSBORO DRIVE,SUITE 100,877-389-4033,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3359,0001474903-24-000089,1474903,"BGSF, INC.",7363.0,US,TX,PLANO,75024,5850 GRANITE PARKWAY,SUITE 730,972-692-2422,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,727355894.0,,,,
3363,0001476045-24-000049,1476045,CHATHAM LODGING TRUST,6798.0,US,FL,WEST PALM BEACH,33401,222 LAKEVIEW AVENUE,SUITE 200,(561) 802-4477,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3366,0001477333-24-000085,1477333,"CLOUDFLARE, INC.",7372.0,US,CA,SAN FRANCISCO,94107,101 TOWNSEND ST.,,888.993.5273,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,6600656000.0,,,,
3371,0001479681-24-000016,1479681,"NUTEX HEALTH, INC.",7389.0,US,TX,HOUSTON,77081,6030 S. RICE AVE.,SUITE C,(713) 660-0557,2-ACC,0,1231.0,8-K,10312024,,,11072024,0,0,,,1274521448.0,,,,
3383,0001493152-24-043911,1862461,REAL BROKERAGE INC,6531.0,US,FL,MIAMI,33131,"701 BRICKELL AVENUE, 17TH FLOOR",,646-469-7107,,0,1231.0,6-K,09302024,2024.0,Q3,11072024,0,1,,,833475000.0,,,,
3392,0001493152-24-043926,880984,"ACORN ENERGY, INC.",8711.0,US,DE,WILMINGTON,19801,"1000 N WEST STREET, SUITE 1200",,302-656-1708,4-NON,0,1231.0,8-K,10312024,,,11072024,0,0,,,110205000.0,,,,
3404,0001493152-24-044002,793524,RESEARCH FRONTIERS INC,6794.0,US,NY,WOODBURY,11797-2033,240 CROSSWAYS PARK DR,,5163641902,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3416,0001493152-24-044026,1537561,"ARCH THERAPEUTICS, INC.",3841.0,US,MA,FRAMINGHAM,01702,"235 WALNUT STREET, SUITE 6",,617-431-2313,4-NON,0,930.0,8-K,10312024,,,11072024,0,0,,,,,,,
3419,0001493152-24-044037,1751707,UNITED EXPRESS INC.,4700.0,US,NV,LAS VEGAS,89118,4345 W. POST RD,,949-350-0123,4-NON,0,630.0,10-Q,09302024,2025.0,Q1,11072024,0,1,,,1715739.0,,,,
3423,0001493152-24-044052,65770,"MICROVISION, INC.",3679.0,US,WA,REDMOND,98052,18390 NE 68TH STREET,,425-936-6847,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,7280000.0,,,,
3425,0001493152-24-044062,1600347,HAPI METAVERSE INC.,8742.0,US,MD,BETHESDA,20814,4800 MONTGOMERY LANE,SUITE 210,301-971-3940,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,896558.0,,,,
3429,0001493152-24-044090,66418,MEXCO ENERGY CORP,1311.0,US,TX,MIDLAND,79701,415 WEST WALL STREET,SUITE 475,9156821119,4-NON,0,331.0,8-K,10312024,,,11072024,0,0,,,,,,,
3435,0001500435-24-000154,1500435,"GOPRO, INC.",3861.0,US,CA,SAN MATEO,94402,3025 CLEARVIEW WAY,,650-332-7600,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,522125000.0,20230630.0,2293672000.0,,,,
3438,0001504776-24-000026,1504776,WARBY PARKER INC.,3851.0,US,NY,NEW YORK,10013,233 SPRING STREET,6TH FLOOR EAST,(646) 847-7215,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,2632034000.0,,,,
3443,0001505155-24-000108,1505155,"UPLAND SOFTWARE, INC.",7372.0,US,TX,AUSTIN,78701,401 CONGRESS AVE.,SUITE 1850,512-960-1010,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,2032745000.0,,,,
3447,0001509589-24-000082,1509589,"CIVITAS RESOURCES, INC.",1311.0,US,CO,DENVER,80202,"555 - 17TH STREET, SUITE 3700",,303-293-9100,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3450,0001515156-24-000174,1515156,"ARQ, INC.",2890.0,US,CO,GREENWOOD VILLAGE,80111,"8051 E. MAPLEWOOD AVE., STE 210",,720-598-3500,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3452,0001516513-24-000102,1516513,"DOXIMITY, INC.",7371.0,US,CA,SAN FRANCISCO,94107,500 THIRD STREET,,(650) 549-4330,1-LAF,0,331.0,10-Q,09302024,2025.0,Q2,11072024,0,1,,,2771344000.0,,,,
3454,0001516551-24-000110,1516551,"SKYE BIOSCIENCE, INC.",2834.0,US,CA,SAN DIEGO,92130,"11250 EL CAMINO REAL, SUITE 100",,(858) 410-0266,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3458,0001519449-24-000047,1519449,"SKYWARD SPECIALTY INSURANCE GROUP, INC.",6331.0,US,TX,HOUSTON,77024,800 GESSNER,SUITE 600,713-935-4888,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3459,0001520006-24-000218,1520006,MATADOR RESOURCES CO,1311.0,US,TX,DALLAS,75240,5400 LBJ FREEWAY,SUITE 1500,9723715200,1-LAF,0,1231.0,8-K/A,09302024,,,11072024,0,0,,,,,,,
3461,0001522767-24-000091,1522767,MARIMED INC.,2833.0,US,MA,NORWOOD,02062,10 OCEANA WAY,2ND FLOOR,781-277-0007,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,392543000.0,,,,
3464,0001527166-24-000079,1527166,CARLYLE GROUP INC.,6282.0,US,DC,WASHINGTON,20004,C/O THE CARLYLE GROUP,"1001 PENNSYLVANIA AVENUE, N.W.",202 729 5626,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3471,0001539838-24-000198,1539838,"DIAMONDBACK ENERGY, INC.",1311.0,US,TX,MIDLAND,79701,500 WEST TEXAS,SUITE 1200,405-463-6900,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3472,0001547903-24-000159,1547903,"NMI HOLDINGS, INC.",6351.0,US,CA,EMERYVILLE,94608,"2100 POWELL STREET, 12TH FLOOR",,(855) 530-6642,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3473,0001548123-24-000122,1062506,ATLANTICA INC,6770.0,US,FL,HOBE SOUND,33455,11450 SE DIXIE HIGHWAY,,772-545-9002,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3474,0001550695-24-000098,1550695,PERFORMANT FINANCIAL CORP,7380.0,US,CA,PLEASANTON,94588,4309 HACIENDA DR,SUITE 110,925-960-4800,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3478,0001552800-24-000015,1552800,"TILE SHOP HOLDINGS, INC.",5700.0,US,MN,PLYMOUTH,55441,14000 CARLSON PARKWAY,,763-852-2950,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,2237178000.0,,,,
3486,0001558370-24-014739,1497770,"WALKER & DUNLOP, INC.",6199.0,US,MD,BETHESDA,20814,7272 WISCONSIN AVENUE,SUITE 1300,(301) 215-5500,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3503,0001558370-24-014779,1633931,TOPBUILD CORP,1700.0,US,FL,DAYTONA BEACH,32114,475 N. WILLIAMSON BLVD.,,(386) 304-2200,1-LAF,0,1231.0,10-Q/A,09302024,2024.0,Q3,11072024,0,0,,,10559194000.0,,,,
3504,0001558370-24-014784,1513761,NORWEGIAN CRUISE LINE HOLDINGS LTD.,4400.0,US,FL,MIAMI,33126,7665 CORPORATE DRIVE,,305-436-4000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3505,0001558370-24-014788,1130144,SIERRA BANCORP,6022.0,US,CA,PORTERVILLE,93257,86 NORTH MAIN STREET,,5597824900,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3506,0001558370-24-014789,1318742,NCL CORP LTD.,4400.0,US,FL,MIAMI,33126,7665 CORPORATE CENTER DRIVE,,(305) 436-4000,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3512,0001558370-24-014834,1847398,"NORTHEAST COMMUNITY BANCORP, INC./MD/",6036.0,US,NY,WHITE PLAINS,10601,325 HAMILTON AVENUE,,(914) 684-2500,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3514,0001558370-24-014841,315709,INTERNATIONAL BANCSHARES CORP,6022.0,US,TX,LAREDO,78040-1359,12OO SAN BERNARDO AVE,PO BOX 1359,9567227611,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3518,0001558370-24-014856,1113232,AXCELIS TECHNOLOGIES INC,3559.0,US,MA,BEVERLY,01915,108 CHERRY HILL DRIVE,,978-787-4000,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,4194926000.0,,,,
3534,0001558370-24-014875,1120914,PDF SOLUTIONS INC,7372.0,US,CA,SANTA CLARA,95050,2858 DE LA CRUZ BOULEVARD,,4082807900,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3536,0001558370-24-014880,2009684,SEAPORT ENTERTAINMENT GROUP INC.,7990.0,US,NY,NEW YORK,10038,"THE SEAPORT, 199 WATER STREET",28TH FLOOR,(212) 732-8257,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,72683000.0,,,,
3541,0001558370-24-014890,1399520,"ONE GROUP HOSPITALITY, INC.",5812.0,US,NY,NEW YORK,10014,411 W. 14TH STREET,2ND FLOOR,212 277 5351,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3545,0001558370-24-014896,1124524,"CRYOPORT, INC.",2834.0,US,TN,BRENTWOOD,37027,"112 WESTWOOD PLACE, SUITE 350",,(949) 232-1900,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,695394000.0,,,,
3547,0001558370-24-014899,1282631,NETLIST INC,3674.0,US,CA,IRVINE,92617,"111 ACADEMY, SUITE 100",,949-435-0025,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,73207000.0,,,,
3550,0001558370-24-014906,1806347,WESTROCK COFFEE CO,2080.0,US,AR,LITTLE ROCK,72212,4009 N. RODNEY PARHAM RD.,3RD FLOOR,(501) 320-4880,2-ACC,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,1028302000.0,,,,
3553,0001558370-24-014910,1551901,STELLUS CAPITAL INVESTMENT CORP,,US,TX,HOUSTON,77027,4400 POST OAK PARKWAY,SUITE 2200,(713) 292-5400,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3554,0001559720-24-000032,1559720,"AIRBNB, INC.",7340.0,US,CA,SAN FRANCISCO,94103,888 BRANNAN ST.,,415.800.5959,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3555,0001560327-24-000106,1560327,"RAPID7, INC.",7372.0,US,MA,BOSTON,02114,120 CAUSEWAY STREET,,617-247-1717,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,3620778000.0,,,,
3560,0001562151-24-000045,1562151,"CRIMSON WINE GROUP, LTD",2080.0,US,CA,NAPA,94558,5901 SILVERADO TRAIL,,800-486-0503,4-NON,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,586752000.0,,,,
3567,0001568651-24-000032,1568651,"OSCAR HEALTH, INC.",6324.0,US,NY,NEW YORK,10013,75 VARICK STREET,5TH FLOOR,(646) 403-3677,1-LAF,0,1231.0,10-Q,09302024,2024.0,Q3,11072024,0,1,,,,,,,
3582,0001600033-24-000050,1600033,"E.L.F. BEAUTY, INC.",2844.0,US,CA,OAKLAND,94607,570 10TH STREET,,(510) 778-7787,1-LAF,0,331.0,10-Q,09302024,2025.0,Q2,11072024,0,1,,,5281852000.0,,,,
